,.id,OTU,log2FoldChange,p,padj,Kingdom,Phyla,Class,Order,Family,Genus,Species,Strain,density_min,density_max,sparsity_threshold,sparsity_apply,l2fc_threshold,Treatment,timepoint,Incorp,Good
66,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),07eb166d091e1aebe641105881f4f2d3,0.377455911,0.329578271,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Zoogloea,,07eb166d091e1aebe641105881f4f2d3,1.768,1.785,0.2,all,0.25,11MC2,48,FALSE,No
114,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),07eb166d091e1aebe641105881f4f2d3,-1.982526546,0.999999995,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Zoogloea,,07eb166d091e1aebe641105881f4f2d3,1.768,1.785,0.25,all,0.25,12MC2,72,FALSE,No
192,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),07eb166d091e1aebe641105881f4f2d3,-9.398658674,1,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Zoogloea,,07eb166d091e1aebe641105881f4f2d3,1.785,1.807,0.2,all,0.25,14MC2,120,FALSE,No
223,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),07eb166d091e1aebe641105881f4f2d3,-9.941517711,1,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Zoogloea,,07eb166d091e1aebe641105881f4f2d3,1.768,1.785,0.25,all,0.25,15MC2,240,FALSE,No
29,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),0ae5531a9802e71139c959faebdde10c,-1.117211394,0.982313159,1,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,,0ae5531a9802e71139c959faebdde10c,1.775,1.795,0.2,all,0.25,9MC2,24,FALSE,No
79,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),0ae5531a9802e71139c959faebdde10c,-1.746782843,0.990420178,1,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,,0ae5531a9802e71139c959faebdde10c,1.768,1.785,0.2,all,0.25,11MC2,48,FALSE,No
126,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),0ae5531a9802e71139c959faebdde10c,-1.907514605,0.9663944,1,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,,0ae5531a9802e71139c959faebdde10c,1.768,1.785,0.25,all,0.25,12MC2,72,FALSE,No
173,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),0ae5531a9802e71139c959faebdde10c,-2.180027632,0.996558147,1,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,,0ae5531a9802e71139c959faebdde10c,1.768,1.785,0.2,all,0.25,14MC2,120,FALSE,No
250,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),0ae5531a9802e71139c959faebdde10c,-4.353968801,0.999999938,1,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,,0ae5531a9802e71139c959faebdde10c,1.785,1.807,0.25,all,0.25,15MC2,240,FALSE,No
35,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),1083eb67a7140dca982f34e3968117a3,0.882238313,0.26040854,0.995448145,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillum,,1083eb67a7140dca982f34e3968117a3,1.785,1.807,0.2,all,0.25,9MC2,24,FALSE,No
56,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),1083eb67a7140dca982f34e3968117a3,0.296997301,0.451810295,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillum,,1083eb67a7140dca982f34e3968117a3,1.768,1.785,0.2,all,0.25,11MC2,48,FALSE,No
105,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),1083eb67a7140dca982f34e3968117a3,-0.988736789,0.998634463,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillum,,1083eb67a7140dca982f34e3968117a3,1.768,1.785,0.25,all,0.25,12MC2,72,FALSE,No
155,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),1083eb67a7140dca982f34e3968117a3,-4.039393142,0.998463625,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillum,,1083eb67a7140dca982f34e3968117a3,1.768,1.785,0.2,all,0.25,14MC2,120,FALSE,No
209,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),1083eb67a7140dca982f34e3968117a3,-7.500356118,1,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Magnetospirillum,,1083eb67a7140dca982f34e3968117a3,1.768,1.785,0.25,all,0.25,15MC2,240,FALSE,No
12,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),137dc661fa672b506fd805198510edf9,-0.877117345,0.999928656,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ampullimonas,Ambiguous_taxa,137dc661fa672b506fd805198510edf9,1.768,1.785,0.2,all,0.25,9MC2,24,FALSE,No
71,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),137dc661fa672b506fd805198510edf9,-1.750973818,0.999995302,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ampullimonas,Ambiguous_taxa,137dc661fa672b506fd805198510edf9,1.768,1.785,0.2,all,0.25,11MC2,48,FALSE,No
120,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),137dc661fa672b506fd805198510edf9,-5.473709901,0.999998851,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ampullimonas,Ambiguous_taxa,137dc661fa672b506fd805198510edf9,1.768,1.785,0.25,all,0.25,12MC2,72,FALSE,No
193,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),137dc661fa672b506fd805198510edf9,-7.933084888,1,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ampullimonas,Ambiguous_taxa,137dc661fa672b506fd805198510edf9,1.785,1.807,0.2,all,0.25,14MC2,120,FALSE,No
229,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),137dc661fa672b506fd805198510edf9,-8.355769087,1,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ampullimonas,Ambiguous_taxa,137dc661fa672b506fd805198510edf9,1.768,1.785,0.25,all,0.25,15MC2,240,FALSE,No
2,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),1583d8af9fd9cb078f88c0e1a8b8a888,0.41903427,0.111121591,0.516388571,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Ancylobacter,Ambiguous_taxa,1583d8af9fd9cb078f88c0e1a8b8a888,1.768,1.785,0.2,all,0.25,9MC2,24,FALSE,No
52,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),1583d8af9fd9cb078f88c0e1a8b8a888,0.1780542,0.632588309,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Ancylobacter,Ambiguous_taxa,1583d8af9fd9cb078f88c0e1a8b8a888,1.768,1.785,0.2,all,0.25,11MC2,48,FALSE,No
102,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),1583d8af9fd9cb078f88c0e1a8b8a888,0.176893384,0.676975051,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Ancylobacter,Ambiguous_taxa,1583d8af9fd9cb078f88c0e1a8b8a888,1.768,1.785,0.25,all,0.25,12MC2,72,FALSE,No
150,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),1583d8af9fd9cb078f88c0e1a8b8a888,-0.76764942,0.999999999,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Ancylobacter,Ambiguous_taxa,1583d8af9fd9cb078f88c0e1a8b8a888,1.768,1.785,0.2,all,0.25,14MC2,120,FALSE,No
11,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),1e104b993416995498346089f57fd3bf,-0.434775919,0.995151153,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylophilus,,1e104b993416995498346089f57fd3bf,1.768,1.785,0.2,all,0.25,9MC2,24,FALSE,No
70,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),1e104b993416995498346089f57fd3bf,-0.583897755,0.998177399,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylophilus,,1e104b993416995498346089f57fd3bf,1.768,1.785,0.2,all,0.25,11MC2,48,FALSE,No
119,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),1e104b993416995498346089f57fd3bf,0.556511098,0.244484758,0.843644588,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylophilus,,1e104b993416995498346089f57fd3bf,1.768,1.785,0.25,all,0.25,12MC2,72,FALSE,No
228,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),1e104b993416995498346089f57fd3bf,-0.48024314,0.967973695,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylophilus,,1e104b993416995498346089f57fd3bf,1.768,1.785,0.25,all,0.25,15MC2,240,FALSE,No
90,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),21d05aac8070d05f493325ca352fde48,0.100168541,0.515835954,1,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,Fluviicola sp. YS 1.2.4,21d05aac8070d05f493325ca352fde48,1.785,1.807,0.2,all,0.25,11MC2,48,FALSE,No
214,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),21d05aac8070d05f493325ca352fde48,3.655827026,0.196087019,0.641053715,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,Fluviicola sp. YS 1.2.4,21d05aac8070d05f493325ca352fde48,1.768,1.785,0.25,all,0.25,15MC2,240,FALSE,No
28,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),27af011f1ebcc0867bb168193e6a9d27,1.160715286,0.325167151,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,27af011f1ebcc0867bb168193e6a9d27,1.775,1.795,0.2,all,0.25,9MC2,24,FALSE,No
82,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),27af011f1ebcc0867bb168193e6a9d27,1.883664088,0.101812153,0.477733949,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,,,27af011f1ebcc0867bb168193e6a9d27,1.775,1.795,0.2,all,0.25,11MC2,48,FALSE,No
18,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),29b2870e522fa2d0b60ae25278a57c5b,-1.290091717,0.981532994,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,,,,29b2870e522fa2d0b60ae25278a57c5b,1.768,1.785,0.2,all,0.25,9MC2,24,FALSE,No
77,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),29b2870e522fa2d0b60ae25278a57c5b,-1.850240104,0.999668802,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,,,,29b2870e522fa2d0b60ae25278a57c5b,1.768,1.785,0.2,all,0.25,11MC2,48,FALSE,No
125,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),29b2870e522fa2d0b60ae25278a57c5b,-4.033451452,0.99999968,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,,,,29b2870e522fa2d0b60ae25278a57c5b,1.768,1.785,0.25,all,0.25,12MC2,72,FALSE,No
196,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),29b2870e522fa2d0b60ae25278a57c5b,-6.370535292,0.999999982,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,,,,29b2870e522fa2d0b60ae25278a57c5b,1.785,1.807,0.2,all,0.25,14MC2,120,FALSE,No
237,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),29b2870e522fa2d0b60ae25278a57c5b,-7.064040432,0.999999996,1,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,,,,29b2870e522fa2d0b60ae25278a57c5b,1.768,1.785,0.25,all,0.25,15MC2,240,FALSE,No
20,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),29f3083d2d8f993bec5a67e7af219321,-0.790072713,0.706084859,1,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,,29f3083d2d8f993bec5a67e7af219321,1.768,1.785,0.2,all,0.25,9MC2,24,FALSE,No
86,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),29f3083d2d8f993bec5a67e7af219321,1.301065611,0.222989229,0.804423356,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,,29f3083d2d8f993bec5a67e7af219321,1.778,1.801,0.2,all,0.25,11MC2,48,FALSE,No
127,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),29f3083d2d8f993bec5a67e7af219321,0.732159055,0.330268827,1,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,,29f3083d2d8f993bec5a67e7af219321,1.768,1.785,0.25,all,0.25,12MC2,72,FALSE,No
174,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),29f3083d2d8f993bec5a67e7af219321,0.460442919,0.438088623,1,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,,29f3083d2d8f993bec5a67e7af219321,1.768,1.785,0.2,all,0.25,14MC2,120,FALSE,No
248,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),29f3083d2d8f993bec5a67e7af219321,-4.230746443,0.98302825,1,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,,29f3083d2d8f993bec5a67e7af219321,1.778,1.801,0.25,all,0.25,15MC2,240,FALSE,No
63,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),3e5cc4006667756b128e551a166d5861,-0.761198842,0.893016276,1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oceanobacter,,3e5cc4006667756b128e551a166d5861,1.768,1.785,0.2,all,0.25,11MC2,48,FALSE,No
111,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),3e5cc4006667756b128e551a166d5861,-0.206714016,0.735799204,1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oceanobacter,,3e5cc4006667756b128e551a166d5861,1.768,1.785,0.25,all,0.25,12MC2,72,FALSE,No
219,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),3e5cc4006667756b128e551a166d5861,-2.347381222,0.973235112,1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oceanobacter,,3e5cc4006667756b128e551a166d5861,1.768,1.785,0.25,all,0.25,15MC2,240,FALSE,No
241,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),3fa2974b1f70109275811beb1ae321c9,-1.414777775,0.997290074,1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudoxanthobacter,Ambiguous_taxa,3fa2974b1f70109275811beb1ae321c9,1.778,1.801,0.25,all,0.25,15MC2,240,FALSE,No
22,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),520c7e89d0c7c72e7d85eed29aaedb70,-0.617367602,0.992026004,1,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,520c7e89d0c7c72e7d85eed29aaedb70,1.775,1.795,0.2,all,0.25,9MC2,24,FALSE,No
50,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),520c7e89d0c7c72e7d85eed29aaedb70,-0.737529236,0.945951933,1,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,520c7e89d0c7c72e7d85eed29aaedb70,1.768,1.785,0.2,all,0.25,11MC2,48,FALSE,No
100,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),520c7e89d0c7c72e7d85eed29aaedb70,-1.825857516,0.970958705,1,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,520c7e89d0c7c72e7d85eed29aaedb70,1.768,1.785,0.25,all,0.25,12MC2,72,FALSE,No
148,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),520c7e89d0c7c72e7d85eed29aaedb70,-1.662990187,0.999999939,1,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,520c7e89d0c7c72e7d85eed29aaedb70,1.768,1.785,0.2,all,0.25,14MC2,120,FALSE,No
200,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),520c7e89d0c7c72e7d85eed29aaedb70,-6.62256815,0.999999793,1,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,520c7e89d0c7c72e7d85eed29aaedb70,1.768,1.785,0.25,all,0.25,15MC2,240,FALSE,No
1,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),529768d439b63fc1fd2991f7c6ea2071,-0.917586394,0.986304602,1,Bacteria,,,,,,,529768d439b63fc1fd2991f7c6ea2071,1.768,1.785,0.2,all,0.25,9MC2,24,FALSE,No
49,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),529768d439b63fc1fd2991f7c6ea2071,-1.566668099,0.996744715,1,Bacteria,,,,,,,529768d439b63fc1fd2991f7c6ea2071,1.768,1.785,0.2,all,0.25,11MC2,48,FALSE,No
99,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),529768d439b63fc1fd2991f7c6ea2071,-1.54334057,0.996768383,1,Bacteria,,,,,,,529768d439b63fc1fd2991f7c6ea2071,1.768,1.785,0.25,all,0.25,12MC2,72,FALSE,No
177,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),529768d439b63fc1fd2991f7c6ea2071,-7.35655032,0.999999993,1,Bacteria,,,,,,,529768d439b63fc1fd2991f7c6ea2071,1.778,1.801,0.2,all,0.25,14MC2,120,FALSE,No
199,(Treatment=='15MC2' & TP=='240.00') | (Treatment=='5MC2' & TP == '-0.45'),529768d439b63fc1fd2991f7c6ea2071,-6.395642286,0.999998684,1,Bacteria,,,,,,,529768d439b63fc1fd2991f7c6ea2071,1.768,1.785,0.25,all,0.25,15MC2,240,FALSE,No
21,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),5c21f017407dbb74aea300b42e85dd30,0.447113831,0.479523744,1,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,uncultured Verrucomicrobia bacterium,5c21f017407dbb74aea300b42e85dd30,1.768,1.785,0.2,all,0.25,9MC2,24,FALSE,No
175,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),5c21f017407dbb74aea300b42e85dd30,3.044840356,0.130497201,0.446475533,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,uncultured Verrucomicrobia bacterium,5c21f017407dbb74aea300b42e85dd30,1.768,1.785,0.2,all,0.25,14MC2,120,FALSE,No
51,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),6310bd545c25bc818bce75d76bc259a1,1.747874325,0.354639482,1,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,uncultured,metagenome,6310bd545c25bc818bce75d76bc259a1,1.768,1.785,0.2,all,0.25,11MC2,48,FALSE,No
8,(Treatment=='9MC2' & TP=='24.00') | (Treatment=='5MC2' & TP == '-0.45'),63413adbe8227f80412e824dffac1f5a,-0.530686338,0.999999547,1,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium,uncultured bacterium,63413adbe8227f80412e824dffac1f5a,1.768,1.785,0.2,all,0.25,9MC2,24,FALSE,No
61,(Treatment=='11MC2' & TP=='48.00') | (Treatment=='5MC2' & TP == '-0.45'),63413adbe8227f80412e824dffac1f5a,-0.016586157,0.875672779,1,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium,uncultured bacterium,63413adbe8227f80412e824dffac1f5a,1.768,1.785,0.2,all,0.25,11MC2,48,FALSE,No
108,(Treatment=='12MC2' & TP=='72.00') | (Treatment=='5MC2' & TP == '-0.45'),63413adbe8227f80412e824dffac1f5a,-0.780914963,0.999999603,1,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium,uncultured bacterium,63413adbe8227f80412e824dffac1f5a,1.768,1.785,0.25,all,0.25,12MC2,72,FALSE,No
157,(Treatment=='14MC2' & TP=='120.00') | (Treatment=='5MC2' & TP == '-0.45'),63413adbe8227f80412e824dffac1f5a,-0.840291144,1,1,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium,uncultured bacterium,63413adbe8227f80412e824dffac1f5a,1.768,1.785,0.2,all,0.25,14MC2,120,FALSE,No
